KODE,NAMA BAHAN,BERAT STANDAR,BDD,AIR,ENERGI,PROTEIN,LEMAK,KH,SERAT,ABU,KALSIUM,FOSFOR,BESI,NATRIUM,KALIUM,TEMBAGA,SENG,RETINOL,BKAR,KARTOTAL,THIAMIN,RIBOFLAVIN,NIASIN,VIT_C,HARGA PER-BERAT STANDAR
DP027,Botok lamtoro,100.0,100.0,63.9,186.0,11.7,9.7,13.0,2.1,2.2,771.0,322.0,26.0,,,,,18.0,,179.0,0.3,,,2.0,0
GP056,"Bou ninahu ndamate, masakan",100.0,100.0,79.5,79.0,6.3,1.0,1.1,,2.1,,,,67.0,,,,691.0,,,0.1,0.0,0.1,,0
GP057,"Bouiki ninahu nggaluku, masakan",100.0,100.0,73.9,94.0,7.8,2.2,10.8,,5.3,,,,58.0,179.4,,1.5,,,,0.5,0.0,2.4,,0
AP039,Brem,100.0,100.0,37.4,249.0,3.4,0.4,58.0,0.0,0.9,198.0,86.0,2.0,,,,,0.0,,240.0,0.3,0.0,0.0,0.0,0
FP039,Brongkos,100.0,100.0,76.4,141.0,15.3,3.3,12.6,1.0,2.4,87.0,97.0,5.1,,,,,4.0,,356.0,0.4,,,0.0,0
ER008,"Buah atung, segar",100.0,80.0,92.0,23.0,0.8,0.2,5.2,,1.8,30.0,50.0,4.6,,,,,,,0.0,0.3,,,38.0,0
ER009,"Buah kelenting, segar",100.0,77.0,73.9,110.0,1.4,2.1,21.4,,1.2,8.0,102.0,1.1,2.0,0.0,0.3,0.9,,,,0.2,0.1,,6.0,0
DR011,Buah kelor,100.0,65.0,89.5,38.0,1.5,0.2,7.5,3.2,1.3,30.0,54.0,0.0,48.0,216.0,0.0,0.2,,31.0,,0.1,0.1,4.1,25.0,0
ER010,"Buah kom, segar",100.0,100.0,33.7,264.0,4.0,1.1,59.6,9.0,1.7,306.0,92.0,0.8,,,,,0.0,,400.0,0.1,,0.0,9.0,0
ER011,"Buah mentega (Bisbul), segar",100.0,50.0,89.0,39.0,0.7,0.2,9.7,2.0,0.4,43.0,17.0,0.8,1.0,90.0,0.1,0.1,,141.0,55.0,0.0,0.0,0.1,33.0,0
DR012,Buah merah,100.0,100.0,81.2,87.0,2.6,2.7,13.1,4.0,0.4,30.0,1.0,1.1,110.0,140.0,0.1,0.3,0.0,0.0,,1.5,0.1,0.2,15.0,0
ER012,"Buah Naga Merah, segar",100.0,66.5,85.7,71.0,1.7,3.1,9.1,3.2,0.4,13.0,14.0,0.4,10.0,128.0,0.0,0.4,,0.0,0.0,0.5,0.3,0.5,1.0,0
ER013,"Buah Naga Putih, segar",100.0,73.6,86.6,56.0,0.8,1.0,10.9,3.2,0.6,13.0,27.0,0.5,7.0,231.0,0.0,0.4,,0.0,0.0,0.0,0.5,0.9,1.0,0
ER014,"Buah negri, segar",100.0,48.0,85.7,55.0,1.2,0.1,12.2,5.2,0.8,30.0,40.0,0.2,10.0,0.0,0.1,0.3,,460.0,,0.3,0.0,0.1,9.0,0
ER015,"Buah nona, segar",100.0,58.0,71.5,101.0,1.7,0.6,25.2,2.8,1.0,27.0,20.0,0.8,5.0,312.5,325.7,0.1,,49.0,,0.1,0.2,0.9,22.0,0
ER016,"Buah rotan, segar",100.0,100.0,79.4,78.0,0.6,0.3,18.2,,1.5,1.0,7.0,3.4,7.0,495.0,0.3,0.7,,,,0.1,0.0,,5.0,0
ER017,"Buah rukam, segar",100.0,100.0,71.3,113.0,0.8,0.3,26.8,7.7,0.8,108.0,52.0,1.2,2.0,219.0,0.3,0.9,,17.0,,0.1,0.0,,20.0,0
ER018,"Buah ruruhi, segar",100.0,82.0,93.0,29.0,2.1,0.7,3.6,2.6,0.3,6.0,7.0,0.0,36.0,45.0,0.0,0.1,,7.0,,0.1,0.0,,10.0,0
ER019,"Buah tuppa, segar",100.0,100.0,82.5,67.0,0.4,0.2,15.9,,1.0,12.0,139.0,0.5,2.0,0.0,0.2,0.5,,,,0.0,0.0,,5.0,0
FP004,"Buaya, daging, dendeng, mentah",100.0,100.0,12.3,365.0,49.6,4.8,30.8,,2.5,60.0,130.0,4.3,500.0,680.0,0.2,11.6,,0.0,,,,0.2,,0
BP023,Bubur sagu,100.0,100.0,62.5,167.0,0.2,4.0,33.0,,0.3,3.0,3.0,0.1,7.0,0.0,0.1,0.1,0.0,0.0,0.0,9.0,,0.1,0.0,0
AP040,Bubur tinotuan (Manado),100.0,100.0,80.9,156.0,2.3,0.2,15.6,8.2,1.0,41.0,20.0,0.4,486.0,164.0,0.3,0.4,,1437.0,,0.1,0.0,,15.0,0
FP040,"Bulgogi, masakan",100.0,100.0,84.2,72.0,11.4,4.9,1.4,1.7,0.7,214.0,86.0,2.5,509.0,,,,17.0,,,1.1,,,0.0,0
DP003,"Buncis, rebus",100.0,100.0,90.6,30.0,2.2,0.2,6.4,1.5,0.6,107.0,47.0,0.5,7.0,138.9,0.1,0.3,,1.0,402.0,0.0,0.3,2.0,8.0,0
DR013,"Buncis, segar",100.0,90.0,89.6,34.0,2.4,0.3,7.2,1.9,0.5,101.0,42.0,0.7,8.0,250.0,0.1,0.3,0.0,772.0,550.0,0.1,0.4,2.8,11.0,0
DR014,"Bunga pepaya, segar",100.0,100.0,87.3,45.0,2.6,0.3,8.1,1.6,1.7,290.0,113.0,4.2,2.0,478.3,0.1,0.8,,2792.0,5.0,0.0,0.3,1.0,23.0,0
DR015,"Bunga turi, segar",100.0,96.1,90.4,42.0,2.0,1.1,6.1,3.3,0.4,28.0,23.0,0.8,29.0,97.4,0.1,0.6,,1200.0,0.0,0.5,0.0,0.4,1.0,0
CP020,Bungkil biji karet,100.0,100.0,12.0,333.0,29.3,3.3,50.0,,29.4,102.0,660.0,12.0,,,,,0.0,,,0.1,,,0.0,0
CP021,Bungkil kacang tanah,100.0,100.0,14.0,336.0,37.4,13.0,30.5,,33.1,730.0,470.0,30.7,,,,,0.0,,,0.0,,,,0
CP022,Bungkil kelapa,100.0,100.0,16.0,368.0,23.0,15.0,40.0,,38.0,137.0,433.0,41.5,,,,,0.0,,,0.0,0.5,8.9,,0
DP028,Buntil daun talas,100.0,100.0,74.5,141.0,4.4,10.2,8.0,1.8,3.0,149.0,121.0,14.5,,,,,13.0,,8610.0,0.3,,,1.0,0
FR015,"Burung, sarang, segar",100.0,100.0,24.8,281.0,37.5,0.3,32.1,,5.3,485.0,18.0,3.0,,,,,0.0,,,,,,0.0,0
NR011,"Cabai gembor merah, segar",100.0,89.0,90.8,38.0,1.6,0.8,6.3,1.6,0.6,49.0,41.0,1.1,7.0,275.0,0.1,0.2,,5897.0,3240.0,0.2,0.1,0.0,16.0,0
NR012,"Cabai hijau, segar",100.0,82.0,93.4,26.0,0.7,0.3,5.2,2.6,0.4,14.0,23.0,0.4,7.0,151.0,0.1,0.2,,44.0,260.0,0.1,0.1,0.4,84.0,0
NR013,"Cabai merah, kering",100.0,85.0,10.0,367.0,15.9,6.2,61.8,26.9,6.1,160.0,370.0,2.3,25.0,181.5,1.2,1.8,,10955.0,576.0,0.4,1.4,4.4,50.0,0
NR014,"Cabai merah, segar",100.0,85.0,90.9,36.0,1.0,0.3,7.3,1.4,0.5,29.0,24.0,0.5,23.0,272.4,0.1,0.2,,5833.0,470.0,0.1,0.1,3.0,18.0,0
NR015,"Cabai rawit, segar",100.0,85.0,71.2,120.0,4.7,2.4,19.9,15.2,1.8,45.0,85.0,2.5,34.0,706.2,0.3,0.6,,1694.0,11050.0,0.2,0.1,1.7,70.0,0
DR016,"Caisin, segar",100.0,100.0,93.6,20.0,1.7,0.4,3.4,1.2,0.9,123.0,40.0,1.9,18.0,358.2,0.1,1.4,,1675.0,4188.0,0.0,0.2,0.6,3.0,0
GP058,Cakalang asar (asap),100.0,100.0,64.3,155.0,20.1,3.8,10.2,,1.6,20.0,240.0,2.1,90.0,390.0,0.3,0.1,86.0,,,,0.7,0.2,,0
AP041,Cake tape,100.0,100.0,32.2,323.0,4.9,11.5,50.1,1.4,1.4,131.0,83.0,2.6,,,,,26.0,,1872.0,0.4,0.2,0.3,0.0,0
DP029,Cammetutu,100.0,100.0,79.6,102.0,3.2,6.0,8.7,4.3,2.5,41.0,93.0,0.5,443.0,518.0,0.3,0.7,,1123.0,,0.3,0.4,0.4,19.0,0
AP042,Cangkuning,100.0,100.0,57.5,204.0,2.8,7.5,31.4,,0.8,,,,,,,,,,,,,,,0
AR014,"Cantel, mentah",100.0,100.0,11.0,366.0,11.0,3.3,73.0,1.2,1.7,28.0,287.0,4.4,7.0,249.0,,,0.0,0.0,,0.1,0.1,2.8,0.0,0
DP030,"Cap cai, sayur",100.0,100.0,82.7,97.0,5.8,6.3,4.2,0.6,1.0,287.0,89.0,1.8,405.0,,,,45.0,,1640.0,0.2,,,1.0,0
ER020,"Carica papaya, segar",100.0,60.0,93.4,24.0,1.9,0.2,3.7,1.0,0.9,51.0,33.0,1.8,,,,,0.0,0.0,1000.0,0.3,0.1,0.0,85.0,0
BP024,Cassavastick,100.0,100.0,5.6,460.0,0.8,18.7,17.2,1.6,2.7,144.0,58.0,7.5,,,,,0.0,,107.0,0.2,0.1,0.1,0.0,0
ER021,"Cempedak, segar",100.0,30.0,67.0,116.0,3.0,0.4,28.6,3.4,1.0,20.0,30.0,1.5,25.0,243.7,,,,79.0,200.0,0.0,,0.5,15.0,0
NR016,"Cengkeh, kering",100.0,100.0,23.3,330.0,5.2,8.9,57.4,10.0,5.2,740.0,100.0,4.9,282.0,961.0,0.3,0.0,,265.0,,200.0,0.0,0.0,,0
BP025,Ceriping getuk singkong,100.0,100.0,7.2,462.0,1.2,20.7,67.7,0.6,3.2,1248.0,172.0,8.8,,,,,0.0,,152.0,0.3,0.0,0.5,0.0,0
FP041,"Chicken teriyaki, masakan",100.0,100.0,68.2,168.0,13.0,9.6,7.5,0.8,1.7,137.0,106.0,3.1,959.0,,,,68.0,,2200.0,0.7,,,0.0,0
FP042,"Chikiniku, masakan",100.0,100.0,65.4,143.0,9.8,1.4,22.8,0.4,0.6,301.0,63.0,2.0,531.0,,,,27.0,,1280.0,0.7,,,0.0,0
MP004,Coklat bubuk,100.0,100.0,3.9,311.0,8.0,4.0,48.9,32.6,15.4,125.0,715.0,11.6,,,,,,,30.0,0.1,,0.6,,0
MP001,"Coklat manis, batang",100.0,100.0,1.4,527.0,2.0,29.8,62.7,6.5,4.1,63.0,287.0,2.8,6.0,499.5,0.0,0.0,,,30.0,0.0,0.0,0.0,0.0,0
MP002,"Coklat pahit,batang",100.0,100.0,2.3,615.0,5.5,42.6,29.2,10.8,10.1,98.0,446.0,4.4,20.0,708.3,1.7,3.3,,2.0,60.0,0.1,0.1,1.0,0.0,0
MP003,"Coklat susu, batang",100.0,100.0,1.0,565.0,9.0,35.0,53.6,3.4,1.4,200.0,200.0,2.0,100.0,405.5,0.5,2.3,,54.0,30.0,0.1,0.5,0.5,0.0,0
FP043,"Coto mangkasara, kuda, masakan",100.0,100.0,83.5,96.0,6.8,5.9,3.8,,0.9,11.0,106.0,2.3,96.0,31.0,0.1,1.0,,,,0.2,0.1,4.2,,0
FP044,"Coto mangkasara, sapi, masakan",100.0,100.0,85.9,84.0,6.0,6.0,1.4,,0.7,8.0,104.0,4.0,90.0,25.0,0.3,0.6,,,,0.2,0.1,10.3,,0
HP006,"Cucuru bayau, masakan",100.0,100.0,35.0,349.0,6.8,18.7,38.3,,1.2,,,,,,,,,123.0,,0.1,0.3,0.0,,0
NP004,Cuka,100.0,100.0,94.5,21.0,0.1,0.1,5.0,0.0,0.3,7.0,10.0,0.5,21.0,37.8,0.0,0.0,,0.0,,0.2,0.0,0.7,,0
GP003,"Cumi-cumi, goreng",100.0,100.0,54.2,265.0,40.6,10.1,0.0,0.0,3.1,62.0,270.0,2.7,86.0,81.9,,,0.0,56.0,0.0,0.1,0.0,6.3,0.0,0
GR003,"Cumi-cumi, segar",100.0,100.0,82.2,75.0,16.1,0.7,0.1,0.0,0.9,32.0,200.0,1.8,37.0,204.1,1.6,1.3,0.0,20.0,0.0,0.1,0.0,2.5,0.0,0
DR017,"Daun bangun-bangun, segar",100.0,66.0,92.5,27.0,1.3,0.6,4.0,1.0,1.6,279.0,40.0,13.6,4.0,144.0,,,,1489.0,13288.0,0.2,0.1,0.0,5.0,0
DR018,"Daun bawang merah, segar",100.0,67.0,89.1,41.0,2.0,0.3,7.8,2.1,0.8,60.0,40.0,2.3,30.0,90.0,0.1,0.3,0.0,218.0,,0.1,0.1,0.2,11.0,0
DR019,"Daun bebuas, segar",100.0,49.0,87.9,41.0,2.7,1.0,7.3,2.1,1.1,29.0,245.0,1.5,,,,,0.0,,3099.0,0.0,,,3.0,0
DR020,"Daun belem, segar",100.0,81.0,84.6,50.0,4.4,1.4,7.8,1.9,1.8,698.0,151.0,7.5,,,,,0.0,,13072.0,0.1,,,21.0,0
DR021,"Daun bluntas, segar",100.0,65.0,86.0,44.0,1.8,0.5,9.4,,2.3,256.0,49.0,5.6,,,,,,,3980.0,0.0,,,30.0,0
DR022,"Daun gandaria, segar",100.0,65.0,81.0,63.0,3.1,0.3,14.0,2.1,1.6,40.0,45.0,4.7,3.0,127.7,,,,503.0,600.0,0.0,0.0,0.2,61.0,0
DR023,"Daun gedi besar, segar",100.0,65.0,84.0,58.0,2.9,0.7,10.0,3.3,2.4,440.0,100.0,1.9,30.0,40.0,0.2,2.1,,596.0,,0.4,0.5,2.8,11.0,0
DR024,"Daun gedi kecil, segar",100.0,65.0,83.7,61.0,3.2,0.7,10.4,3.4,2.0,420.0,70.0,1.7,20.0,50.0,0.1,1.4,,607.0,,0.4,0.3,2.9,11.0,0
DR025,"Daun gelang, segar",100.0,52.0,90.3,30.0,1.3,0.7,5.8,1.3,1.9,350.0,210.0,11.9,5.0,333.3,0.3,1.2,0.0,4701.0,1954.0,0.0,0.1,0.7,1.0,0
DR026,"Daun gunda bali, segar",100.0,49.0,86.4,50.0,4.6,0.9,7.0,1.4,1.1,167.0,62.0,0.5,,,,,0.0,,6571.0,0.1,,,20.0,0
DR027,"Daun gunda serang, segar",100.0,47.0,84.6,62.0,4.2,0.9,9.2,1.3,1.1,171.0,64.0,0.6,,,,,0.0,,7347.0,0.0,,,20.0,0
DR028,"Daun jambu mete muda, segar",100.0,65.0,78.0,78.0,4.6,0.5,16.2,3.0,0.7,33.0,64.0,8.9,14.0,670.5,,,,4484.0,2689.0,0.0,1.1,1.1,65.0,0
DR029,"Daun jampang, segar",100.0,47.0,88.9,34.0,3.8,0.5,5.3,1.4,1.5,21.0,245.0,1.0,,,,,0.0,,4357.0,0.0,,,3.0,0
DR030,"Daun jawaw seluang, segar",100.0,100.0,77.2,93.0,5.0,1.3,15.3,3.9,1.2,146.0,103.0,5.3,2.0,434.0,0.5,1.5,,,,0.1,0.7,,9.0,0
DR031,"Daun jonghe, segar",100.0,45.0,91.4,27.0,2.1,0.7,4.4,2.0,1.4,253.0,192.0,9.5,,,,,0.0,,5057.0,0.0,,,1.0,0
DR032,"Daun kacang ma, segar",100.0,33.0,89.1,36.0,2.9,0.6,6.8,1.8,0.6,64.0,220.0,2.2,7.0,485.3,0.2,0.3,,2893.0,4377.0,0.0,0.2,1.2,4.0,0
DR033,"Daun kacang panjang, segar",100.0,65.0,89.7,30.0,3.1,0.3,5.8,1.7,1.1,200.0,66.0,4.5,7.0,458.6,0.2,0.3,0.0,2734.0,4592.0,0.3,0.2,1.1,30.0,0
DP004,"Daun kacang panjang, kukus",100.0,100.0,87.2,40.0,3.7,0.3,8.0,1.8,0.8,111.0,66.0,3.7,6.0,419.5,0.2,0.3,0.0,2645.0,5781.0,0.2,0.2,0.9,11.0,0
DR034,"Daun kasbi/singkong karet, segar",100.0,87.0,80.3,92.0,4.0,3.6,10.9,5.8,1.2,140.0,70.0,1.6,70.0,90.0,0.3,1.1,,9999.0,,0.1,0.2,0.1,74.0,0
DP005,"Daun katuk, rebus",100.0,100.0,83.3,53.0,5.3,0.9,9.1,1.2,1.4,185.0,102.0,3.1,16.0,291.3,0.3,1.3,0.0,11131.0,9000.0,0.0,0.3,2.2,66.0,0
DR035,"Daun katuk, segar",100.0,40.0,81.0,59.0,6.4,1.0,9.9,1.5,1.7,233.0,98.0,3.5,21.0,478.8,0.3,1.3,,9152.0,10020.0,0.0,0.3,2.3,164.0,0
DR036,"Daun kecipir, segar",100.0,70.0,85.0,52.0,5.0,0.5,8.5,,1.0,134.0,81.0,6.2,6.0,114.0,0.3,0.8,,3981.0,5240.0,0.3,0.4,2.2,29.0,0
DR037,"Daun kedondong, segar",100.0,65.0,81.0,59.0,3.5,0.3,13.4,10.7,1.8,540.0,82.0,6.2,12.0,579.0,,,,1624.0,2900.0,0.1,0.2,1.5,29.0,0
DP006,"Daun kelor, rebus",100.0,100.0,80.3,61.0,6.1,0.9,10.0,0.9,2.6,255.0,36.0,2.1,45.0,181.2,0.1,0.6,,3972.0,6071.0,0.1,0.1,4.0,13.0,0
DR038,"Daun kelor, segar",100.0,65.0,75.5,92.0,5.1,1.6,14.3,8.2,3.5,1077.0,76.0,6.0,61.0,298.0,0.1,0.6,,3266.0,,0.3,0.1,4.2,22.0,0
DR039,"Daun kemang, segar",100.0,65.0,85.0,43.0,5.5,0.3,7.5,8.4,1.7,35.0,106.0,1.0,10.0,457.1,,,,1282.0,1017.0,0.1,0.1,1.2,30.0,0
DR040,"Daun kenikir, segar",100.0,36.3,87.6,45.0,3.7,0.5,6.6,5.8,1.7,328.0,65.0,2.7,6.0,431.0,0.1,0.6,,30200.0,12.0,0.5,0.3,4.5,0.0,0
DR041,"Daun kesum, segar",100.0,53.0,84.8,48.0,4.5,0.8,9.1,1.6,0.8,125.0,142.0,2.6,11.0,174.7,0.4,1.2,0.0,4216.0,8715.0,0.0,0.1,1.6,4.0,0
DR042,"Daun kol sawi, segar",100.0,87.0,93.1,22.0,2.1,0.5,3.6,0.9,0.7,200.0,92.0,3.2,19.0,386.2,0.1,0.2,0.0,1806.0,2177.0,0.0,0.2,0.6,3.0,0
DR043,"Daun koro, segar",100.0,65.0,91.0,23.0,3.0,0.3,3.7,,2.0,134.0,81.0,6.2,4.0,68.4,0.2,0.5,,2386.0,5240.0,0.3,0.2,1.3,29.0,0
DR044,"Daun kubis, segar",100.0,75.0,86.2,51.0,2.5,1.1,8.0,3.4,2.2,100.0,50.0,3.4,50.0,100.0,0.9,0.6,,9999.0,,0.4,0.1,0.2,16.0,0
DR045,"Daun kumak, segar",100.0,78.0,95.2,14.0,1.3,0.3,2.3,0.9,0.9,90.0,59.0,2.7,2.0,36.5,0.1,0.3,,1274.0,2961.0,0.0,0.0,0.5,3.0,0
DR046,"Daun labu siam, segar",100.0,100.0,89.7,34.0,4.0,0.4,4.7,3.5,1.2,58.0,70.0,2.5,16.0,630.7,0.2,0.3,,4773.0,2025.0,0.1,0.4,1.7,16.0,0
DR047,"Daun labu waluh/kuning, segar",100.0,70.0,89.7,34.0,3.6,0.6,4.5,2.9,1.6,138.0,99.0,3.7,16.0,630.7,0.2,0.3,,1258.0,2750.0,0.1,0.2,1.3,36.0,0
DR048,"Daun lamtoro, segar",100.0,40.0,74.0,87.0,8.3,1.8,14.4,3.3,1.5,725.0,174.0,3.9,10.0,197.7,0.5,1.4,0.0,6900.0,13040.0,0.0,0.1,2.3,32.0,0
DR049,"Daun leilem, segar",100.0,90.0,79.4,76.0,2.8,0.2,15.8,3.1,1.8,296.0,22.0,3.4,6.0,46.0,0.5,1.1,,753.0,,0.3,0.1,2.5,22.0,0
DR050,"Daun leunca, segar",100.0,70.0,85.0,49.0,4.7,0.5,8.1,,1.7,210.0,80.0,6.1,,,,,,,1900.0,0.1,,,40.0,0
DR051,"Daun lobak, segar",100.0,70.0,90.0,30.0,2.3,0.4,5.8,3.2,1.4,140.0,33.0,3.7,16.0,747.4,0.2,0.2,,5039.0,1000.0,0.1,1.1,6.5,109.0,0
DR052,"Daun lompong talas, segar",100.0,75.0,87.2,44.0,3.0,0.8,7.4,3.3,1.6,76.0,59.0,1.0,3.0,578.4,0.2,0.4,,2584.0,2000.0,0.1,0.4,1.4,31.0,0
DR053,"Daun mangkokan, segar",100.0,80.0,82.0,57.0,3.7,0.3,11.8,,2.2,474.0,49.0,4.0,,,,,,,5450.0,0.1,,,83.0,0
DR054,"Daun matel ambon, segar",100.0,100.0,77.1,71.0,6.8,1.6,11.5,4.6,3.0,93.0,95.0,10.2,,,,,0.0,,49.0,0.1,,,26.0,0
DR055,"Daun melinjo, segar",100.0,88.0,70.8,104.0,5.0,1.3,21.3,10.3,1.6,219.0,82.0,4.2,12.0,604.8,0.4,0.6,,823.0,10000.0,0.1,,,182.0,0
DP007,"Daun mengkudu, kukus",100.0,100.0,81.6,63.0,3.8,1.5,11.5,2.4,1.6,300.0,43.0,6.0,,,,,,2.0,4900.0,0.1,0.1,5.2,11.0,0
DR056,"Daun mengkudu, segar",100.0,90.0,80.9,65.0,4.0,1.7,11.4,3.9,2.0,296.0,40.0,6.9,,,,,0.0,2.0,4958.0,0.0,0.1,5.7,35.0,0
DR057,"Daun ndusuk, segar",100.0,100.0,56.0,166.0,1.7,0.5,38.8,10.7,3.0,40.0,20.0,1.8,40.0,310.0,0.2,0.7,,14457.0,,0.4,0.1,0.1,30.0,0
DR058,"Daun oyong, segar",100.0,65.0,93.0,22.0,1.0,0.1,5.3,2.0,0.6,21.0,44.0,2.0,40.0,295.5,0.1,0.2,,855.0,1000.0,0.1,0.1,0.8,150.0,0
DR060,"Daun pakis longgiho, segar",100.0,70.0,89.5,54.0,2.2,3.6,3.1,2.1,1.6,40.0,80.0,0.7,70.0,500.0,0.4,0.1,,168.0,,0.4,0.3,0.2,8.0,0
DR061,"Daun pakis wambateu, segar",100.0,70.0,86.9,53.0,3.4,1.2,7.2,4.8,1.3,30.0,100.0,0.3,20.0,200.0,0.2,0.3,,191.0,,0.7,0.2,0.3,6.0,0
DR059,"Daun pakis, segar",100.0,70.0,86.8,39.0,4.5,0.4,6.9,2.0,1.4,136.0,159.0,2.3,20.0,201.9,0.2,0.3,0.0,1625.0,3292.0,0.0,0.1,0.5,3.0,0
DR062,"Daun paku, segar",100.0,70.0,88.8,29.0,3.4,0.1,6.5,4.3,1.2,13.0,88.0,1.3,19.0,434.0,0.5,0.7,,18.0,,0.2,0.1,11.7,10.0,0
DR063,"Daun pangi,segar",100.0,90.0,76.1,104.0,3.9,0.6,17.9,8.3,1.5,256.0,22.0,1.8,4.0,266.0,1.7,0.5,,55.0,,0.4,0.1,0.1,23.0,0
DR064,"Daun pare, segar",100.0,100.0,87.3,49.0,2.7,1.0,8.4,3.0,1.6,217.0,70.0,3.3,7.0,498.0,0.4,1.2,,1800.0,,0.4,0.2,0.6,7.0,0
DR065,"Daun pepaya, segar",100.0,71.0,75.4,87.0,8.0,2.0,11.9,1.5,2.7,353.0,63.0,0.8,4.0,926.6,0.2,1.5,,5409.0,18250.0,0.2,0.5,1.9,140.0,0
DR066,"Daun pohpohan, segar",100.0,69.0,87.4,37.0,2.5,0.8,6.9,2.6,2.4,744.0,80.0,5.9,,,,,0.0,,7378.0,0.0,,,5.0,0
NR017,"Daun salam, bubuk",100.0,100.0,13.1,301.0,14.2,10.9,49.0,9.4,12.8,86.0,250.0,44.1,180.0,619.0,1.3,0.7,0.0,5400.0,,0.1,0.3,5.0,0.0,0
DR067,"Daun selasih, segar",100.0,53.0,83.1,62.0,4.0,0.5,10.5,5.3,1.9,122.0,16.0,13.9,3.0,259.0,0.4,0.7,0.0,4112.0,,0.5,0.1,0.2,24.0,0
DR068,"Daun semanggi, segar",100.0,90.0,84.7,45.0,4.4,0.5,8.5,1.9,1.9,98.0,90.0,7.0,64.0,520.7,0.5,0.3,0.0,64.0,3365.0,0.0,0.5,0.7,6.0,0
DR069,"Daun simpur, segar",100.0,100.0,86.2,53.0,3.2,2.5,7.6,1.6,0.9,228.0,194.0,3.5,,,,,0.0,,3346.0,0.0,,,5.0,0
DR070,"Daun singkil, segar",100.0,70.0,80.9,68.0,2.0,1.0,15.2,3.3,0.9,178.0,86.0,2.1,,,,,,,6042.0,0.0,,,3.0,0
DR072,"Daun singkong ambon, segar",100.0,87.0,58.0,144.0,12.7,1.2,25.2,10.2,2.9,165.0,54.0,3.9,44.0,62.2,0.2,5.4,,8627.0,13000.0,0.2,1.0,4.2,220.0,0
DR073,"Daun singkong ampenan, segar",100.0,87.0,84.4,50.0,6.2,1.1,7.1,2.4,1.2,352.0,123.0,2.7,49.0,570.0,0.2,1.3,,7917.0,,0.5,0.1,1.6,103.0,0
DR074,"Daun singkong kopang, segar",100.0,87.0,81.1,74.0,6.3,0.7,10.7,4.6,1.2,142.0,115.0,1.7,32.0,382.0,0.2,1.5,,3882.0,,0.5,0.5,1.9,211.0,0
DP008,"Daun singkong, rebus",100.0,100.0,90.5,31.0,3.7,0.6,4.8,1.6,0.4,160.0,50.0,2.6,13.0,14.0,0.1,2.0,,3897.0,4150.0,0.0,0.1,1.7,34.0,0
DR071,"Daun singkong, segar",100.0,87.0,84.4,50.0,6.2,1.1,7.1,2.4,1.2,166.0,99.0,1.3,17.0,23.1,0.1,2.0,0.0,3204.0,7052.0,0.0,0.1,1.8,103.0,0
DR075,"Daun sintrong, segar",100.0,94.0,88.5,36.0,2.6,0.9,6.1,1.7,1.9,398.0,95.0,9.3,64.0,444.4,0.1,0.4,0.0,10178.0,8868.0,0.0,0.2,0.9,3.0,0
DP009,"Daun talas, rebus",100.0,100.0,91.6,27.0,1.3,0.2,5.9,1.6,1.0,119.0,41.0,1.4,3.0,519.4,0.5,0.5,0.0,4641.0,2682.0,0.0,0.6,1.9,7.0,0
DR076,"Daun talas, segar",100.0,80.0,81.1,59.0,3.0,0.4,13.5,3.0,2.0,236.0,50.0,2.4,4.0,854.1,0.4,0.5,0.0,3816.0,5740.0,0.1,0.6,2.0,24.0,0
DR077,"Daun tespong, segar",100.0,60.0,81.0,70.0,2.9,0.3,13.9,2.3,1.9,155.0,65.0,2.5,72.0,,0.2,0.9,,171.0,2500.0,0.1,0.7,1.4,21.0,0
DR078,"Daun ubi kuning, segar",100.0,75.0,83.5,62.0,3.7,0.3,11.1,6.4,1.4,170.0,40.0,0.6,10.0,0.0,0.2,0.5,,3564.0,,0.3,0.3,1.2,4.0,0
DR079,"Daun ubi merah, segar",100.0,75.0,84.4,48.0,3.0,0.3,10.8,1.4,1.5,80.0,81.0,6.4,33.0,517.3,0.0,0.4,0.0,5453.0,4697.0,0.1,0.2,1.2,27.0,0
DP010,"Daun ubi merah, kukus",100.0,100.0,82.5,56.0,3.1,0.3,13.0,1.5,1.1,78.0,52.0,4.3,28.0,472.8,0.1,0.4,,5277.0,5397.0,0.0,0.2,1.1,14.0,0
DR080,"Daun ubi putih, segar",100.0,75.0,87.5,46.0,2.8,0.2,8.2,4.8,1.3,120.0,50.0,0.8,10.0,0.0,0.2,0.5,,103.0,,0.3,0.3,0.9,8.0,0
DR081,"Daun ubi tinta, segar",100.0,75.0,85.1,55.0,1.7,0.1,11.9,7.6,1.2,120.0,40.0,0.6,10.0,0.0,0.2,0.5,,516.0,,0.2,0.0,0.0,7.0,0
GP059,"Dendeng belut, goreng, masakan",100.0,100.0,8.2,382.0,55.7,14.1,8.0,0.0,14.0,1069.0,654.0,15.4,,,,,28.0,,1480.0,0.5,,,0.0,0
GP060,"Dendeng mujahir, goreng, masakan",100.0,100.0,6.5,598.0,74.3,26.9,9.2,0.0,13.1,1957.0,1447.0,7.4,,,,,18.0,,25.0,0.2,,,0.0,0
FP045,"Djibokum, masakan",100.0,100.0,43.4,248.0,10.0,2.3,40.9,0.1,3.4,116.0,110.0,2.8,401.0,,,,52.0,,1920.0,0.8,,,0.0,0
