KODE,NAMA BAHAN,BERAT STANDAR,BDD,AIR,ENERGI,PROTEIN,LEMAK,KH,SERAT,ABU,KALSIUM,FOSFOR,BESI,NATRIUM,KALIUM,TEMBAGA,SENG,RETINOL,BKAR,KARTOTAL,THIAMIN,RIBOFLAVIN,NIASIN,VIT_C,HARGA PER-BERAT STANDAR
GP054,Abon ikan,100.0,100.0,6.4,435.0,27.2,20.2,36.1,,10.1,,,,,,,,,,,,0.8,24.3,,0
DR001,"Akar tonjong, segar",100.0,100.0,86.7,45.0,1.1,0.4,10.8,1.2,1.0,72.0,125.0,1.3,96.0,1147.1,0.0,0.2,0.0,83.0,90.0,0.0,0.0,1.9,2.0,0
DR002,"Ale,toge, segar",100.0,90.0,90.6,37.0,4.4,0.5,3.8,1.7,0.7,50.0,248.0,2.0,2.0,105.0,0.2,0.4,0.0,0.0,35.0,0.0,0.1,0.6,46.0,0
ER001,"Alpukat, segar",100.0,61.0,84.3,85.0,0.9,6.5,7.7,,0.6,10.0,20.0,0.9,2.0,278.0,0.2,0.4,,189.0,180.0,0.1,0.1,1.0,13.0,0
AP026,Amparan tatak,100.0,100.0,58.4,191.0,1.3,5.5,34.0,,0.8,,,,,,,,,,,,,,,0
CP015,Ampas kacang hijau,100.0,100.0,70.6,96.0,3.7,0.6,19.1,2.7,0.6,133.0,150.0,1.3,,,,,,,,0.1,,,,0
CP017,Ampas tahu kukus,100.0,100.0,82.5,75.0,4.1,2.1,10.7,5.1,0.6,203.0,60.0,1.3,,,,,,0.0,,0.1,,,,0
CP018,"Ampas tahu, kering",100.0,100.0,9.0,414.0,26.6,18.3,41.3,0.0,5.8,19.0,29.0,4.0,45.0,1055.7,1.0,2.8,0.0,24.0,,0.2,0.1,0.5,0.0,0
CP016,"Ampas tahu, mentah",100.0,100.0,84.1,67.0,5.0,2.1,8.1,4.1,0.6,460.0,88.0,1.0,8.0,184.5,0.2,0.5,,0.0,,0.1,0.0,0.1,,0
FR001,"Anak sapi, daging, gemuk, segar",100.0,100.0,62.0,184.0,18.8,14.0,0.0,0.0,5.2,10.0,200.0,2.2,118.0,490.1,0.2,3.3,12.0,37.0,,0.1,0.2,7.0,,0
FR002,"Anak sapi, daging, kurus, segar",100.0,100.0,69.0,174.0,19.6,10.0,0.0,0.0,1.4,11.0,201.0,2.9,96.0,399.8,0.1,2.7,6.0,30.0,,0.1,0.1,5.7,0.0,0
FR003,"Anak sapi, daging, sedang, segar",100.0,100.0,68.0,190.0,19.1,12.0,0.0,0.0,0.9,11.0,193.0,2.9,99.0,412.7,0.1,2.8,12.0,83.0,,0.1,0.2,5.9,0.0,0
DR003,"Andaliman, segar",100.0,100.0,74.2,99.0,4.6,1.0,18.0,8.5,2.2,383.0,107.0,2.9,,,,,0.0,,6300.0,3.0,,,15.0,0
DR004,"Andewi, segar",100.0,80.0,91.8,226.0,1.6,0.2,5.3,4.1,1.1,33.0,66.0,1.0,29.0,414.6,0.1,1.0,,1717.0,,0.1,0.1,0.5,10.0,0
ER002,"Anggur hutan, segar",100.0,100.0,92.3,30.0,0.5,0.2,6.8,1.2,0.2,39.0,12.0,1.1,,,,,0.0,,1.0,0.0,,,3.0,0
FR004,"Angsa, daging, segar",100.0,60.0,51.1,349.0,16.4,31.5,0.0,0.0,1.0,15.0,188.0,1.8,71.0,299.2,0.3,1.7,273.0,0.0,,0.1,0.2,7.1,0.0,0
DP023,"Anyang, sayur",100.0,100.0,76.9,126.0,3.4,7.9,10.3,5.4,1.5,180.0,1.0,2.9,290.0,181.0,0.3,1.2,,3263.0,,0.2,,,,0
AP027,"Apang kukus, kue",100.0,100.0,49.5,202.0,3.0,0.3,46.7,,0.5,,,,,,,,,,,,,,,0
ER003,"Apel malang, segar",100.0,88.0,85.9,57.0,0.5,0.4,12.8,0.8,0.3,9.0,18.0,0.6,3.6,175.4,110.2,0.0,,26.0,2240.0,0.1,0.0,0.1,5.0,0
ER004,"Apel, segar",100.0,88.0,84.1,58.0,0.3,0.4,14.9,2.6,0.3,6.0,10.0,0.3,2.0,130.0,124.2,0.3,,30.0,90.0,0.0,0.0,0.1,5.0,0
AP028,"Apem, kue",100.0,100.0,63.1,148.0,2.0,0.5,33.9,,0.5,,,,,,,,,,,,,,,0
ER005,"Arbai, segar",100.0,96.0,89.9,37.0,0.8,0.5,8.3,,0.5,28.0,27.0,0.8,2.0,43.0,63.5,18.9,,2.0,60.0,0.0,0.0,0.1,60.0,0
DP024,"Ares, sayur",100.0,100.0,77.7,113.0,0.9,7.2,11.2,4.7,3.0,63.0,5.0,1.5,1413.0,1030.0,0.7,3.8,,6.0,,0.1,,0.5,,0
BR001,"Arrowroot, segar",100.0,100.0,73.5,102.0,1.0,0.2,24.1,1.7,1.2,28.0,35.0,1.7,36.0,626.6,0.2,0.8,0.0,15.0,0.0,0.1,0.1,2.3,2.0,0
DP025,Arwan sirsir,100.0,100.0,59.0,277.0,2.4,25.0,10.7,4.6,2.9,120.0,40.0,2.4,240.0,320.0,0.2,0.9,,1578.0,,0.1,0.2,0.0,11.0,0
NR001,"Asam arang coklat, segar",100.0,100.0,66.1,130.0,0.5,1.1,30.9,1.5,1.4,79.0,113.0,4.3,13.0,,0.0,,,745.0,0.0,0.0,0.2,0.0,0.0,0
NR002,"Asam arang merah, segar",100.0,100.0,75.9,99.0,0.8,1.6,20.3,2.8,1.4,69.0,300.0,4.6,2.0,96.0,0.0,0.1,,529.0,0.0,0.0,0.3,1.6,0.0,0
NR004,"Asam kandis, segar",100.0,100.0,81.5,75.0,0.2,1.1,16.1,3.4,1.1,63.0,139.0,2.5,93.0,93.0,0.1,0.1,,41.0,0.0,0.0,0.0,0.1,0.0,0
NR005,"Asam masak pohon, segar",100.0,48.0,31.4,267.0,2.8,0.6,62.5,1.2,2.7,74.0,113.0,0.6,9.0,139.0,0.1,0.1,,9.0,30.0,0.3,0.0,0.7,2.0,0
NR006,"Asam payak, segar",100.0,100.0,65.1,135.0,0.8,0.4,32.1,10.0,1.6,60.0,39.0,5.7,0.0,,,,,,0.0,0.0,,,0.0,0
NR003,"Asan kandis, kering",100.0,100.0,32.2,261.0,0.9,1.6,63.3,5.0,2.0,192.0,657.0,4.4,26.0,341.0,0.4,0.3,,0.0,0.0,0.0,0.0,0.4,0.0,0
DP022,"Asinan Bogor, sayuran",100.0,100.0,78.0,98.0,3.9,2.6,14.8,0.5,0.7,314.0,17.0,1.2,483.0,,,,10.0,,146.0,0.3,,,5.0,0
FP027,"Ayam goreng Kentucky,sayap",100.0,100.0,44.7,297.0,35.9,15.2,1.6,0.0,2.6,103.0,227.0,4.4,807.0,248.4,0.1,1.4,22.0,,70.0,0.7,0.1,6.5,0.0,0
FP021,"Ayam goreng church  texas, dada",100.0,100.0,42.2,338.0,35.2,20.6,0.4,0.0,1.5,79.0,221.0,5.6,800.0,369.5,0.2,1.1,16.0,,80.0,0.5,0.2,12.1,0.0,0
FP023,"Ayam goreng church  texas, sayap",100.0,100.0,47.2,295.0,34.0,16.0,1.5,0.0,1.3,81.0,179.0,3.0,771.0,237.2,0.2,1.2,13.0,,50.0,0.4,0.1,6.2,0.0,0
FP024,"Ayam goreng kalasan,paha",100.0,100.0,46.2,275.0,37.4,12.2,1.3,0.0,2.9,116.0,237.0,5.8,176.0,321.9,0.2,1.5,10.0,0.0,50.0,0.1,,,0.0,0
FP026,"Ayam goreng Kentucky, paha",100.0,100.0,48.7,286.0,32.1,16.1,1.1,0.0,2.0,89.0,248.0,6.9,746.0,265.2,0.1,2.3,31.0,,20.0,0.5,0.2,5.5,0.0,0
FP028,Ayam goreng mbok berek dada,100.0,100.0,43.4,295.0,39.2,13.6,1.0,0.0,2.8,114.0,278.0,5.4,,,,,8.0,,50.0,0.2,,,0.0,0
FP029,"Ayam goreng pasundan, dada",100.0,100.0,50.1,246.0,37.9,9.0,0.7,0.0,2.3,90.0,260.0,7.5,,,,,6.0,,70.0,0.2,,0.0,,0
FP030,"Ayam goreng pasundan, paha",100.0,100.0,52.8,245.0,33.1,11.4,0.3,0.0,2.5,90.0,283.0,7.3,,,,,8.0,,40.0,0.4,,0.0,,0
FP031,"Ayam goreng pioneer,  dada",100.0,100.0,44.5,295.0,37.4,14.7,0.6,0.0,2.7,108.0,236.0,6.8,,,,,16.0,,80.0,0.1,,0.0,,0
FP022,"Ayam goreng church,texas paha",100.0,100.0,50.3,287.0,31.0,15.7,1.7,0.0,1.3,99.0,176.0,4.1,723.0,257.0,0.2,1.5,22.0,,30.0,0.7,0.2,5.3,0.0,0
FP025,"Ayam goreng kentucky, dada",100.0,100.0,46.5,298.0,34.2,16.8,0.1,0.0,2.5,90.0,284.0,5.5,741.0,342.0,0.1,1.0,36.0,,50.0,0.2,0.0,0.0,0.0,0
FP032,"Ayam goreng sukabumi, dada",100.0,100.0,49.8,244.0,36.7,9.2,1.0,0.0,3.4,81.0,154.0,6.1,,,,,20.0,,80.0,0.7,,0.0,,0
FP033,"Ayam goreng sukabumi, paha",100.0,100.0,46.0,283.0,35.7,14.3,0.5,0.0,3.6,68.0,106.0,5.4,,,,,11.0,,60.0,0.4,,0.0,,0
FP034,"Ayam taliwang, masakan",100.0,100.0,57.5,264.0,18.2,20.1,2.7,,1.5,94.0,164.0,2.0,507.0,408.0,0.4,12.3,1067.0,,,,,,,0
FP001,"Ayam, ampela, goreng",100.0,100.0,4.8,270.0,32.3,11.2,9.9,0.0,1.8,129.0,314.0,4.9,980.0,,0.1,3.3,56.0,,0.0,0.2,,4.7,0.0,0
FR005,"Ayam, daging, segar",100.0,58.0,55.9,298.0,18.2,25.0,0.0,0.0,0.9,14.0,200.0,1.5,109.0,385.9,0.1,0.6,245.0,0.0,,0.1,0.1,10.4,0.0,0
FR006,"Ayam, dideh/darah, segar",100.0,100.0,82.0,75.0,13.8,1.9,0.7,0.0,1.6,15.0,9.0,1.3,337.0,234.0,,,15.0,,,0.0,,0.6,0.0,0
FR007,"Ayam, hati, segar",100.0,100.0,53.4,261.0,27.4,16.1,1.6,0.0,1.5,118.0,373.0,15.8,1068.0,22.9,0.8,0.0,4957.0,169.0,28000.0,0.6,4.4,4.1,0.0,0
FP002,"Ayam, usus, goreng",100.0,100.0,4.6,473.0,45.2,26.3,13.9,0.0,10.1,1407.0,458.0,8.4,,,,,6.0,,224.0,0.6,,0.0,,0
FP035,"Babi hutan masak rica, masakan",100.0,100.0,56.2,491.0,24.6,16.3,0.2,,2.7,18.0,144.0,1.2,1415.0,327.0,0.2,2.6,2193.0,,,0.6,0.5,,0.0,0
FR009,"Babi, daging, kurus, segar",100.0,100.0,50.0,371.0,14.1,35.0,0.0,0.0,0.9,8.0,151.0,2.1,97.0,706.3,0.2,0.4,0.0,0.0,,0.7,0.3,5.4,0.0,0
FR008,"Babi, daging, gemuk,segar",100.0,100.0,42.0,453.0,11.9,45.0,0.0,0.0,1.1,7.0,117.0,1.8,112.0,819.3,0.2,0.4,0.0,0.0,,0.6,0.6,5.9,0.0,0
FR010,"Babi, ginjal, segar",100.0,100.0,77.1,110.0,16.3,4.6,0.8,0.0,1.2,11.0,246.0,8.0,139.0,390.0,0.7,3.2,39.0,10.0,,0.6,1.6,9.1,13.0,0
FR011,"Babi, hati, segar",100.0,100.0,72.3,129.0,19.7,4.8,1.7,0.0,1.5,10.0,362.0,18.0,110.0,447.0,0.6,0.1,4303.0,6.0,,0.4,1.2,5.7,23.0,0
BP013,Bagea kelapa asin,100.0,100.0,3.5,450.0,3.2,13.9,78.1,,1.3,38.0,38.0,0.3,74.0,0.0,0.2,0.2,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0
BP014,Bagea kelapa manis,100.0,100.0,3.0,452.0,1.3,13.8,80.6,,1.3,38.0,39.0,0.3,75.0,0.0,0.2,0.2,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0
BP015,Bagea kenari asin,100.0,100.0,2.8,529.0,3.2,29.1,63.6,,1.3,38.0,40.0,0.4,74.0,0.0,0.2,0.2,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0
BP016,Bagea kenari manis,100.0,100.0,3.1,523.0,3.2,28.2,64.2,,1.3,38.0,39.0,0.3,74.0,0.0,0.2,0.2,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0
BP017,Bagea kw 1,100.0,100.0,7.2,416.0,6.5,9.4,76.3,0.4,0.6,49.0,77.0,4.9,,,,,13.0,,312.0,0.1,,2.6,0.0,0
BP018,Bagea kw 2,100.0,100.0,7.9,382.0,0.3,3.5,87.2,0.9,1.1,172.0,120.0,7.6,,,,,0.0,0.0,0.0,0.0,,,0.0,0
AP030,"Bakpia, kue",100.0,100.0,38.9,272.0,8.7,6.7,44.1,0.9,1.6,194.0,117.0,4.5,,,,,,,1392.0,0.3,1.0,2.9,0.0,0
DR005,"Bakung, segar",100.0,100.0,92.5,27.0,2.0,0.2,4.2,3.8,1.1,19.0,20.0,0.5,37.0,340.0,0.2,0.3,,1080.0,,0.2,0.1,0.3,42.0,0
AP031,Bakwan,100.0,100.0,40.5,280.0,8.2,10.2,39.0,3.4,2.1,204.0,79.0,7.0,,,,,0.0,,0.0,0.1,,,0.0,0
NP001,Balichong,100.0,100.0,59.9,152.0,13.2,0.8,22.9,1.5,3.6,380.0,210.0,2.9,120.0,310.0,0.8,1.1,34.0,0.0,,0.0,0.1,0.2,,0
DR006,"Baligo, segar",100.0,69.0,96.1,15.0,0.4,0.2,3.0,0.4,0.3,19.0,19.0,0.4,2.0,131.1,0.0,0.6,,0.0,,0.0,0.0,0.3,13.0,0
AP032,Bantal,100.0,100.0,52.3,190.0,3.3,0.3,43.5,3.4,0.6,9.0,0.0,0.4,164.0,84.0,0.2,0.9,,,,0.3,0.0,3.6,,0
EP001,Barongko,100.0,100.0,66.7,159.0,3.1,5.8,23.5,,0.7,35.0,65.0,1.2,46.0,78.0,0.3,0.6,,,,,,,,0
AP033,Baruasa,100.0,100.0,5.3,417.0,6.5,8.2,79.3,,0.7,,,,,,,,,,,,,,,0
AP034,Batar daan,100.0,100.0,75.3,107.0,2.2,2.2,19.6,,0.7,20.0,30.0,0.6,200.0,90.0,0.1,,,,,0.2,0.0,,,0
BR002,"Batatas gembili, segar",100.0,85.0,76.7,76.0,1.1,0.9,16.0,4.2,0.7,0.0,40.0,0.2,10.0,200.0,0.2,0.3,0.0,0.0,0.0,0.1,0.0,0.9,0.0,0
BP001,"Batatas kelapa, ubi, bakar",100.0,85.0,73.2,110.0,1.4,1.1,23.4,4.5,0.7,1.0,46.0,0.2,12.0,230.0,0.2,0.3,0.0,0.0,0.0,1.1,0.0,0.0,0.0,0
BP002,"Batatas kelapa, ubi, kukus",100.0,100.0,75.7,92.0,1.2,0.3,21.0,4.1,1.8,0.0,42.0,0.2,10.0,209.0,0.2,0.3,0.0,0.0,0.0,0.3,0.0,0.7,0.0,0
BR003,"Batatas kelapa, ubi, segar",100.0,85.0,76.1,89.0,1.1,0.1,21.0,4.0,0.7,0.0,40.0,0.2,20.0,340.0,0.1,0.2,0.0,0.0,0.0,0.4,0.0,0.9,0.0,0
BP003,"Batatas tali, ubi, rebus",100.0,100.0,53.2,182.0,2.4,0.4,42.2,9.2,1.8,1.0,80.0,0.3,20.0,402.0,0.3,0.6,0.0,0.0,0.0,0.3,0.0,1.3,0.0,0
DR007,"Bawang bombay, segar",100.0,94.0,87.5,43.0,1.4,0.2,10.3,2.0,0.6,32.0,44.0,0.5,12.0,9.6,0.1,0.3,,788.0,50.0,0.0,0.2,0.4,9.0,0
NR007,"Bawang merah, segar",100.0,90.0,88.0,46.0,1.5,0.3,9.2,1.7,1.0,36.0,40.0,0.8,7.0,179.0,0.1,0.2,,2.0,,0.0,0.0,0.2,2.0,0
NR008,"Bawang putih, segar",100.0,88.0,71.0,112.0,4.5,0.2,23.1,0.6,1.8,42.0,134.0,1.0,46.0,666.0,0.1,0.4,,0.0,,0.2,0.1,0.3,15.0,0
DP002,"Bayam ,rebus",100.0,100.0,93.5,23.0,1.2,0.6,3.7,1.1,1.0,150.0,35.0,0.5,16.0,308.4,0.2,0.3,0.0,3282.0,2864.0,0.0,0.1,0.9,19.0,0
DR009,"Bayam merah, segar",100.0,71.0,88.5,41.0,2.2,0.8,6.3,2.2,2.2,520.0,80.0,7.0,20.0,60.0,0.2,0.8,0.0,7325.0,,0.2,0.1,0.1,62.0,0
DP001,"Bayam, kukus",100.0,100.0,90.7,30.0,1.3,0.7,5.8,1.2,1.6,239.0,35.0,5.7,15.0,431.0,0.1,0.3,0.0,2699.0,3750.0,0.0,0.1,0.9,32.0,0
DR008,"Bayam, segar",100.0,71.0,94.5,16.0,0.9,0.4,2.9,0.7,1.3,166.0,76.0,3.5,16.0,456.4,0.1,0.4,,2699.0,2293.0,0.0,0.1,1.0,41.0,0
HP005,"Bayau mi balu,  masakan",100.0,100.0,36.1,313.0,6.0,12.2,44.8,,0.9,,,,,,,,783.0,89.0,,0.1,0.3,9.7,,0
FR012,"Bebek (itik), daging, segar",100.0,60.0,54.3,321.0,16.0,28.6,0.0,0.0,1.1,15.0,188.0,1.8,54.0,199.0,0.2,1.2,273.0,0.0,,0.1,0.3,4.3,0.0,0
FR013,"Bebek alabio, daging, segar",100.0,100.0,57.0,303.0,11.3,27.0,3.7,0.0,1.0,20.0,293.0,4.8,50.0,260.0,0.7,2.0,,0.0,,0.4,0.0,4.1,,0
FP003,"Bebek, daging, goreng",100.0,100.0,48.8,300.0,24.0,20.7,4.5,0.0,2.0,170.0,170.0,4.1,34.0,6.0,0.4,3.0,,0.0,,0.1,0.4,10.6,,0
DP026,Beberuk,100.0,100.0,89.1,65.0,1.1,5.2,3.5,3.1,1.1,179.0,72.0,8.3,53.0,427.0,0.4,0.2,,44.0,,0.3,,4.4,,0
FP036,Beef burger,100.0,100.0,45.5,258.0,10.6,9.5,32.5,0.4,2.2,210.0,157.0,2.6,572.0,189.1,,,218.0,,7580.0,1.0,,,0.0,0
FP037,"Beef teriyaki, masakan",100.0,100.0,65.1,151.0,8.6,3.1,22.3,0.3,0.9,142.0,62.0,2.3,377.0,,,,22.0,,400.0,0.5,,,0.0,0
FP038,"Beef yakiniku, masakan",100.0,100.0,67.7,132.0,9.8,1.1,20.7,0.3,0.8,302.0,67.0,2.0,409.0,,,,78.0,,700.0,0.6,,,0.0,0
NP002,Bekasam,100.0,100.0,65.5,116.0,11.9,4.9,6.1,3.5,11.6,704.0,757.0,7.5,711.0,176.0,0.8,1.9,,0.0,,0.0,0.0,2.1,,0
NP003,Bekasang,100.0,100.0,67.1,78.0,11.4,2.0,3.6,0.4,15.9,54.0,97.0,2.6,4016.0,121.0,0.2,4.8,,,,0.2,0.1,0.6,,0
GP001,"Bekicot, dendeng, mentah",100.0,100.0,6.7,441.0,48.7,20.3,15.8,0.0,8.4,692.0,523.0,16.6,,,,,6.0,,1408.0,0.6,,,69.0,0
FR014,"Belibis, daging, segar",100.0,100.0,71.3,131.0,20.2,4.3,2.8,0.0,1.4,8.0,192.0,9.6,46.0,104.0,1.2,1.6,,0.0,,0.4,0.1,2.7,,0
ER006,"Belimbing, segar",100.0,86.0,90.0,36.0,0.4,0.4,8.8,3.2,0.4,4.0,12.0,1.1,4.0,130.0,,0.1,,29.0,170.0,0.0,,,35.0,0
BP004,"Belitung, talas, kukus",100.0,100.0,63.1,145.0,1.2,0.4,34.2,1.0,1.1,21.0,48.0,0.9,7.0,552.6,0.2,0.9,0.0,0.0,0.0,0.1,0.1,2.3,1.0,0
BR004,"Belitung, talas, segar",100.0,85.0,63.1,145.0,1.2,0.4,34.2,1.5,1.1,26.0,54.0,1.4,6.0,536.1,0.2,0.9,0.0,0.0,0.0,0.1,0.1,2.3,2.0,0
GP002,"Belut, goreng",100.0,100.0,11.2,417.0,25.9,19.4,32.0,0.0,11.5,840.0,872.0,4.9,71.0,217.7,0.3,1.8,0.0,,0.0,0.0,0.2,10.5,0.0,0
GR001,"Belut, segar",100.0,100.0,81.5,70.0,14.6,0.8,1.0,0.0,2.1,49.0,155.0,1.5,55.0,169.0,0.2,1.2,,0.0,,0.2,0.1,7.7,,0
GR002,"Belut,laut, segar",100.0,100.0,79.5,93.0,12.8,1.5,6.1,0.0,4.1,60.0,199.0,3.0,33.0,175.9,0.1,1.0,51.0,3.0,71.0,0.1,0.0,2.7,,0
BR005,"Bengkuang, segar",100.0,84.0,85.1,59.0,1.4,0.2,12.8,1.0,0.5,15.0,18.0,0.6,2.0,244.3,0.1,0.3,,0.0,,0.0,0.1,0.2,20.0,0
BR006,"Bentul (Komba), talas, segar",100.0,86.0,75.8,98.0,1.6,0.7,20.9,0.7,1.8,44.0,66.0,1.5,,195.5,0.2,0.6,0.0,0.0,0.0,0.0,0.1,0.8,0.0,0
BP005,"Bentul, talas, kukus",100.0,100.0,81.1,71.0,2.3,0.3,15.4,0.5,0.9,29.0,26.0,0.6,,201.0,0.2,0.6,0.0,0.0,0.0,0.1,0.0,0.0,21.0,0
BP019,Beras Cerdas,100.0,100.0,11.3,350.0,2.7,1.1,82.3,6.2,2.6,28.0,351.0,2.9,358.0,568.0,0.2,0.9,,0.0,0.0,0.0,0.2,0.3,0.0,0
BP020,Beras ganyong,100.0,100.0,9.3,364.0,3.4,0.7,86.3,4.7,0.5,4.0,47.0,5.0,4.0,72.2,0.2,0.6,,1.0,0.1,0.0,0.0,0.3,0.0,0
AR002,"Beras giling var pelita, mentah",100.0,100.0,11.4,369.0,9.5,1.4,77.1,0.4,0.6,68.0,171.0,1.4,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0
AR003,"Beras giling var rojolele, mentah",100.0,100.0,12.0,357.0,8.4,1.7,77.1,0.2,0.8,147.0,81.0,1.8,34.0,112.9,0.1,0.1,,0.0,80.0,0.2,0.0,1.5,0.0,0
AR001,"Beras giling, mentah",100.0,100.0,12.0,357.0,8.4,1.7,77.1,0.2,0.8,147.0,81.0,1.8,27.0,71.0,0.1,0.5,0.0,0.0,0.0,0.2,0.1,2.6,0.0,0
AR004,"Beras hitam, mentah",100.0,100.0,12.9,351.0,8.0,1.3,76.9,20.1,0.9,6.0,198.0,0.1,15.0,105.0,0.1,1.6,0.0,0.0,0.0,0.2,0.1,0.0,0.0,0
AR005,"Beras jagung kuning, kering, mentah",100.0,100.0,10.8,358.0,5.5,0.1,82.7,10.0,0.9,20.0,90.0,1.4,1.0,80.0,0.1,4.1,,641.0,,0.1,0.1,1.0,3.0,0
AR006,"Beras jagung putih, kering, mentah",100.0,100.0,22.5,307.0,4.8,0.1,71.8,10.0,0.8,17.0,78.0,1.2,1.0,70.0,0.1,3.5,,301.0,,0.2,0.1,0.9,0.0,0
AR007,"Beras ketan hitam tumbuk, mentah",100.0,100.0,13.7,360.0,8.0,2.3,74.5,1.0,1.5,10.0,347.0,6.2,11.0,288.0,0.3,2.2,0.0,0.0,0.0,0.2,0.1,2.0,0.0,0
AR008,"Beras ketan putih tumbuk, mentah",100.0,100.0,12.9,361.0,7.4,0.8,78.4,0.4,0.5,13.0,157.0,3.4,3.0,282.0,0.3,2.2,0.0,0.0,0.0,0.3,0.0,1.4,0.0,0
AR009,"Beras ladang, mentah",100.0,100.0,9.8,376.0,7.5,3.8,78.0,5.9,0.9,20.0,110.0,0.8,10.0,70.0,0.1,1.4,0.0,0.0,,0.2,0.2,5.1,0.0,0
AR010,"Beras menir, mentah",100.0,100.0,12.0,362.0,7.7,4.4,73.0,0.2,0.2,22.0,272.0,3.7,90.0,201.0,0.1,0.5,0.0,0.0,,0.6,0.0,1.9,0.0,0
AP005,"Beras merah, Nasi",100.0,100.0,64.0,149.0,2.8,0.4,32.5,0.3,0.3,6.0,63.0,0.8,5.0,91.4,0.2,0.9,0.0,0.0,0.0,0.1,0.0,1.6,0.0,0
AR011,Beras parboiled,100.0,100.0,10.0,353.0,6.8,0.6,80.0,0.5,2.5,5.0,142.0,0.8,2.0,46.0,0.3,1.0,0.0,0.0,,0.2,0.1,3.4,0.0,0
BP021,Beras Siger,100.0,100.0,13.5,344.0,1.1,0.2,28.3,5.6,0.7,32.0,22.0,5.6,106.0,77.9,0.1,0.5,,0.0,0.0,0.0,0.1,0.2,0.0,0
AR013,"Beras tumbuk merah, mentah",100.0,100.0,14.6,352.0,7.3,0.9,76.2,0.8,1.0,15.0,257.0,4.2,10.0,202.0,0.4,1.9,0.0,0.0,0.0,0.3,0.0,3.3,0.0,0
AR012,"Beras tumbuk, mentah",100.0,100.0,11.5,354.0,7.8,0.4,79.9,3.8,0.4,3.0,112.0,0.6,5.0,85.0,0.5,1.5,0.0,0.0,,0.3,0.2,5.1,0.0,0
AP003,"Beras, tapai",100.0,100.0,75.5,99.0,1.7,0.3,22.4,0.0,0.1,4.0,19.0,0.0,26.0,2.0,0.1,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
AP004,"Beras, tepung, mentah",100.0,100.0,12.0,353.0,7.0,0.5,80.0,2.4,0.5,5.0,140.0,0.8,5.0,241.0,0.1,0.8,0.0,0.0,0.0,0.1,0.1,1.2,0.0,0
GP055,"Betok wadi, masakan",100.0,100.0,69.2,145.0,16.3,7.0,4.1,,3.4,405.0,523.0,1.8,69.0,203.0,1.0,1.3,,,,0.2,,,,0
AP007,Bihun goreng instan,100.0,100.0,9.0,381.0,6.1,3.9,80.3,,0.7,266.0,151.0,2.9,928.0,,,,58.0,,400.0,0.4,,,0.0,0
AP008,"Bihun Jagung, mentah",100.0,100.0,11.3,354.0,0.5,0.3,87.4,3.0,0.5,13.0,111.0,0.6,49.0,1.4,0.4,0.0,,0.0,0.0,0.0,0.0,0.3,0.0,0
AP006,"Bihun, mentah",100.0,100.0,12.9,348.0,4.7,0.1,82.1,1.2,0.2,6.0,35.0,1.8,12.0,5.0,0.1,0.7,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0
BP022,Biji nangka/Biji salak,100.0,100.0,40.5,262.0,2.3,5.4,51.1,8.0,0.7,60.0,80.0,0.8,10.0,2.0,0.6,2.0,0.0,1667.0,,0.1,1.0,,10.0,0
AP035,Bika ambon,100.0,100.0,51.5,199.0,2.1,1.5,44.4,0.3,0.6,45.0,28.0,1.8,,,,,0.0,,408.0,0.1,,0.0,0.0,0
AP036,Bingka,100.0,100.0,44.4,273.0,5.3,10.6,39.1,,0.6,,,,,,,,,,,,,,,0
AP029,Biskuit,100.0,100.0,2.2,458.0,6.9,14.4,75.1,2.1,1.4,62.0,87.0,2.7,241.0,20.3,0.2,0.6,0.0,14.0,,0.1,0.2,1.4,0.0,0
DR010,"Bit, segar",100.0,75.0,87.6,41.0,1.6,0.1,9.6,2.6,1.1,27.0,43.0,1.0,29.0,404.9,0.2,0.7,,0.0,20.0,0.0,0.1,0.3,10.0,0
ER007,"Biwah, segar",100.0,66.0,87.1,51.0,0.3,0.1,12.1,0.7,0.5,220.0,14.0,0.8,1.0,258.6,0.0,0.0,0.0,,12256.0,0.1,0.0,0.0,4.0,0
AP037,Bobengka,100.0,100.0,46.3,225.0,5.3,2.6,45.2,,0.6,,,,,,,,,,,,,,,0
AP038,Bolu peca,100.0,100.0,55.6,197.0,3.3,4.6,35.6,,0.9,,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,0
NR009,"Boros kunci, segar",100.0,80.0,90.0,40.0,1.0,0.8,7.2,1.0,1.0,50.0,50.0,2.0,33.0,480.0,0.0,0.3,,0.0,5000.0,0.1,0.7,1.7,50.0,0
NR010,"Boros laja (lengkuas), segar",100.0,80.0,93.0,26.0,1.0,0.3,4.7,1.1,1.0,50.0,50.0,2.0,24.0,137.0,0.1,0.3,,5.0,5000.0,0.1,0.1,0.3,50.0,0
